"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","UserLanguage","Consent","dem_state","Pre_state_conf_1","Pre_national_conf_1","cov_trust_federal_1","cov_trust_state_1","cov_2016_accu","cov_2020_accu","dem_birthyear","dem_gender","dem_gender_6_TEXT","dem_child","bipart_intro_time_First.Click","bipart_intro_time_Last.Click","bipart_intro_time_Page.Submit","bipart_intro_time_Click.Count","bipartisan_time_First.Click","bipartisan_time_Last.Click","bipartisan_time_Page.Submit","bipartisan_time_Click.Count","RL_perc_intro_time_First.Click","RL_perc_intro_time_Last.Click","RL_perc_intro_time_Page.Submit","RL_perc_intro_time_Click.Count","RL_perc_time_First.Click","RL_perc_time_Last.Click","RL_perc_time_Page.Submit","RL_perc_time_Click.Count","Handcount_intro_time_First.Click","Handcount_intro_time_Last.Click","Handcount_intro_time_Page.Submit","Handcount_intro_time_Click.Count","Handcount_time_First.Click","Handcount_time_Last.Click","Handcount_time_Page.Submit","Handcount_time_Click.Count","Loser_intro_time_First.Click","Loser_intro_time_Last.Click","Loser_intro_time_Page.Submit","Loser_intro_time_Click.Count","Loser_time_First.Click","Loser_time_Last.Click","Loser_time_Page.Submit","Loser_time_Click.Count","Soup_intro_time_First.Click","Soup_intro_time_Last.Click","Soup_intro_time_Page.Submit","Soup_intro_time_Click.Count","Soup_time_First.Click","Soup_time_Last.Click","Soup_time_Page.Submit","Soup_time_Click.Count","Local_intro_time_First.Click","Local_intro_time_Last.Click","Local_intro_time_Page.Submit","Local_intro_time_Click.Count","Local_time_First.Click","Local_time_Last.Click","Local_time_Page.Submit","Local_time_Click.Count","control_time_First.Click","control_time_Last.Click","control_time_Page.Submit","control_time_Click.Count","Post_state_conf_1","Post_national_conf_1","SecEffect_1","attentioncheck","cov_voting_impt_1","cov_vote_2020","cov_vote_who_2020","cov_vote_who_2020_5_TEXT","dem_edu","dem_party","dem_party_4_TEXT","dem_libcon","dem_race","dem_race_6_TEXT","dem_income","comments","rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","Treatment_group"
"5/4/2021 4:42","5/4/2021 4:47","IP Address","98.161.216.139","100","296","5/4/2021 4:47","R_2zkIc0aXn0KDiIt","33.43800354","-111.7117996","EN","YES","Arizona","7","7","2","3","Yes","No","1957","Female","","No","4.281","18.728","20.564","6","6.237","8.965","13.959","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","1","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","I distrust who is being allowed to vote.","60912524-9b5c-653e-736f-dd58e4d05e6e","63","2","8","1","1","6","4","4","85210","Bipartisan"
"5/4/2021 4:33","5/4/2021 4:48","IP Address","97.81.165.6","100","919","5/4/2021 4:48","R_svzmYof1RUS3sgp","36.17320251","-85.45359802","EN","YES","Tennessee","9","9","4","4","Yes","Yes","1983","Male","","No","","","","","","","","","4.07","18.621","19.628","4","52.668","52.668","60.72","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","3","Red,Green","5","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","Nothing to add.","609122b7-edb3-f692-1fe5-b45bbc686a93","38","1","19","1","1","7","10","3","38501","RL_percentage"
"5/4/2021 4:45","5/4/2021 4:48","IP Address","71.61.216.250","100","169","5/4/2021 4:48","R_3M9BvA8JISAuNbA","39.94119263","-79.18609619","EN","YES","Pennsylvania","10","10","2","1","Yes","Yes","1952","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19.794","0","0","0","12.329","0","","","","","","","","","","","","","","","","","","","","","10","10","1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","609125ce-6d7f-de75-d30d-0a5c74facf57","68","1","10","1","1","6","1","1","15557","Loser"
"5/4/2021 4:46","5/4/2021 4:48","IP Address","71.162.217.227","100","164","5/4/2021 4:48","R_1i8SUErCH9GF0KQ","40.12860107","-75.05840302","EN","YES","Pennsylvania","10","10","3","3","Yes","Yes","1949","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.399","0","0","0","11.178","0","","","","","10","10","5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$150,000 or more","","609125ec-bda3-f7b2-a897-c82d7bf271b6","72","1","23","1","1","6","1","1","19006","Local"
"5/4/2021 4:46","5/4/2021 4:48","IP Address","174.198.7.105","100","128","5/4/2021 4:48","R_2YYCPGnDsM5PrMc","40.23629761","-75.29599762","EN","YES","Pennsylvania","2","2","1","4","No","No","1968","Male","","No","","","","","","","","","","","","","","","","","0.698","11.716","12.595","16","0.835","3.535","11.525","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","4","Green","","","","","","","","","","","","","6091262e-4d47-f5b7-14ed-54795fdcefb3","52","1","15","1","1","7","10","1","18301","Handcount"
"5/4/2021 4:45","5/4/2021 4:49","IP Address","104.4.4.27","100","234","5/4/2021 4:49","R_25zO3DGYjWIlHBC","30.50950623","-88.97350311","EN","YES","Mississippi","9","8","4","3","No","Yes","1963","Male","","Yes","0","0","17.03","0","9.881","9.881","13.752","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","4","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","","609125b9-7001-1390-0bf1-58e8270116e1","58","1","19","1","1","4","1","3","39565","Bipartisan"
"5/4/2021 4:01","5/4/2021 4:49","IP Address","68.234.42.91","100","2858","5/4/2021 4:49","R_1hEJmCyScLOzhtw","32.7796936","-96.80220032","EN","NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60911b62-1233-124a-bafc-fb280dc4d922","35","2","24","1","1","8","1","1","14580",""
"5/4/2021 4:41","5/4/2021 4:49","IP Address","68.38.222.46","100","478","5/4/2021 4:49","R_2sSGiogovsRdlt8","39.79240417","-86.28749847","EN","YES","Indiana","9","10","5","5","Yes","Yes","1992","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.562","10.933","12.089","7","0","0","7.301","0","","","","","","","","","","","","","10","10","5","Black,Pink","","","","","","","","","","","","","609124d5-2af8-37c0-0b44-869e126240f3","61","2","8","1","1","2","10","2","46221","Soup"
"5/4/2021 4:45","5/4/2021 4:49","IP Address","173.171.226.97","100","230","5/4/2021 4:49","R_2DTsKUX8fS8lDQz","27.86720276","-82.35030365","EN","YES","Florida","5","8","4","3","Yes","No","1986","Female","","Yes","","","","","","","","","","","","","","","","","2.325","13.248","14.622","9","1.954","9.645","13.058","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","9","4","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","","609125c5-68bf-041c-2adc-f52252cac66a","34","2","1","1","1","2","7","3","33578","Handcount"
"5/4/2021 4:47","5/4/2021 4:49","IP Address","98.227.209.205","100","144","5/4/2021 4:49","R_3QPn2sLQAKumcDt","41.31260681","-87.2071991","EN","YES","Indiana","8","1","1","3","Yes","No","1993","Male","","No","","","","","","","","","10.987","10.987","14.532","1","0","0","18.089","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","3","White","","","","","","","","","","","","","6091262d-88a8-1c95-2e56-25799eda410d","27","1","17","1","1","6","10","2","46310","RL_percentage"
"5/4/2021 4:42","5/4/2021 4:49","IP Address","73.174.28.89","100","426","5/4/2021 4:49","R_tYTj8HwNorbwXfj","40.36329651","-79.86329651","EN","YES","Pennsylvania","1","2","2","1","No","No","1959","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","0","0","64.477","0","0","0","28.628","0","","","","","","","","","","","","","","","","","","","","","1","2","2","Blue","","","","","","","","","","","","","609124cf-cb8c-598c-5ff2-b163ad003a59","61","2","14","1","1","6","10","1","15120","Loser"
"5/4/2021 4:45","5/4/2021 4:49","IP Address","107.77.189.12","100","268","5/4/2021 4:49","R_3rUw1ALUmlEkDvM","30.3421936","-97.66100311","EN","YES","Louisiana","4","4","1","1","Yes","Yes","1992","Female","","No","","","","","","","","","1.702","54.228","54.833","9","3.037","13.936","15.364","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","Green","","","","","","","","","","","","","6091259d-2a2d-8550-18fe-cbc1c54d87be","28","2","1","1","1","1","6","3","71220","RL_percentage"
"5/4/2021 4:46","5/4/2021 4:49","IP Address","73.50.42.114","100","192","5/4/2021 4:49","R_uqsBh1kheAYNMZP","42.05810547","-86.48079681","EN","YES","Illinois","8","8","3","3","Yes","Yes","1995","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.548","9.127","10.177","7","8","8","2","Red,Green","2","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","nope! :)","609125e0-8580-e7b5-ac1c-b9dcec42249e","26","2","9","1","1","7","2","2","60004","Control"
"5/4/2021 4:44","5/4/2021 4:50","IP Address","73.81.149.96","100","352","5/4/2021 4:50","R_2VJAEptGdYGaxIc","39.99450684","-75.16480255","EN","YES","Florida","8","5","2","4","Yes","Yes","1944","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20.849","0","8","3","4","Green","","","","","","","","","","","","","60912526-66e2-800c-da2f-db4bd9d0cba9","76","2","21","1","1","2","9","3","32963","Control"
"5/4/2021 4:47","5/4/2021 4:50","IP Address","71.115.153.72","100","171","5/4/2021 4:50","R_3kaDC0ldiQHhW3D","43.11149597","-76.18340302","EN","YES","New York","10","10","3","4","Yes","Yes","1968","Male","","No","0","0","13.011","0","0","0","11.869","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","3","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","6091265f-d7b5-7a22-df44-0cac30f0812d","52","1","10","1","1","4","2","1","13212","Bipartisan"
"5/4/2021 4:48","5/4/2021 4:50","IP Address","172.58.238.159","100","166","5/4/2021 4:50","R_1oGsiT9KXAbFCmn","40.7118988","-74.22029877","EN","YES","New Jersey","10","10","4","4","Yes","Yes","1952","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.213","16.796","18.948","6","1.308","13.787","14.723","2","","","","","","","","","","","","","10","10","5","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","Very informative survey enjoy it","6091267a-bbe4-0105-d882-cf32b732c74d","68","1","4","1","1","2","9","1","7522","Soup"
"5/4/2021 4:48","5/4/2021 4:51","IP Address","129.71.250.254","100","206","5/4/2021 4:51","R_3elW5AqSpWSZbWA","38.34899902","-81.59929657","EN","YES","West Virgina","9","8","4","4","Yes","Yes","1961","Male","","Yes","0","0","20.14","0","0","0","11.534","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic),Native American or Aleut","","$50,000-$74,999","good survey","60912636-58cb-8c05-ddc6-78cf124ea73a","59","1","13","1","1","6","2","3","25311","Bipartisan"
"5/4/2021 4:46","5/4/2021 4:51","IP Address","70.120.105.15","100","286","5/4/2021 4:51","R_2E5iColqb03UqpK","32.96099854","-96.98410034","EN","YES","South Carolina","10","10","5","5","Yes","Yes","1978","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.788","4.515","35.398","2","0","0","12.021","0","","","","","10","10","5","Red","","","","","","","","","","","","","60911f6f-4c31-503a-799f-ad031587b42b","42","2","23","1","1","7","10","4","99669","Local"
"5/4/2021 4:44","5/4/2021 4:51","IP Address","67.11.246.247","100","420","5/4/2021 4:51","R_3kMrBqrbW1Kf0pY","29.46139526","-98.74680328","EN","YES","Washington","10","10","5","5","Yes","Yes","1992","Male","","No","","","","","","","","","","","","","","","","","","","","","","","","","0.421","0.974","11.214","2","0","0","11.155","0","","","","","","","","","","","","","","","","","","","","","10","","5","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate Liberal","Asian/Pacific Islander","","$50,000-$74,999","Good","609125ac-5788-8583-9922-4238bf8baa9b","29","1","10","4","1","4","1","4","98001","Loser"
"5/4/2021 4:50","5/4/2021 4:52","IP Address","8.29.84.187","100","120","5/4/2021 4:52","R_2bGWUIiRgSE3fIY","30.53190613","-96.71759796","EN","YES","Illinois","9","3","1","2","No","No","1965","Female","","No","0.882","9.718","11.093","5","0.626","5.724","12.376","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","1","Red,Green","2","Yes, I voted","Donald Trump","","Some college, but no degree","Other Party","Humane Party ","Haven't thought much about it","Middle Eastern","","$75,000-$99,999","The Future is Vegan ","609126ab-c647-1bb9-a3b2-e0144f70f63d","56","2","10","1","1","4","7","3","77836","Bipartisan"
"5/4/2021 4:47","5/4/2021 4:52","IP Address","73.38.166.249","100","296","5/4/2021 4:52","R_2qfU4JG4xMGNKnG","41.79379272","-72.85810089","EN","YES","Connecticut","9","9","4","4","Yes","Yes","1950","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.083","16.437","34.425","4","0","0","11.096","0","","","","","","","","","","","","","8","8","4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","60912603-759a-a492-4027-6a7581ebe6ce","70","2","6","1","1","6","1","1","6001","Soup"
"5/4/2021 4:50","5/4/2021 4:52","IP Address","50.32.240.139","100","150","5/4/2021 4:52","R_2DYuUtXKnCT5Xe2","40.47549438","-76.01589966","EN","YES","Pennsylvania","2","2","1","2","Yes","No","1984","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.593","13.5","18.086","5","1.025","9.186","10.92","5","","","","","1","1","1","Green","","","","","","","","","","","","","609126e2-4941-3042-2b0d-3581b6064a5e","36","2","15","1","1","3","10","1","17983","Local"
"5/4/2021 4:48","5/4/2021 4:52","IP Address","50.42.46.103","100","231","5/4/2021 4:52","R_12zK4Y9PFnFuGxG","35.56219482","-79.3321991","EN","YES","Ohio","10","9","4","5","Yes","Yes","1956","Male","","Yes","","","","","","","","","0","0","21.513","0","0","0","16.613","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","3","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","60912690-dbea-da33-d61a-bee0248e195d","64","1","11","1","1","3","3","2","44601","RL_percentage"
"5/4/2021 4:47","5/4/2021 4:52","IP Address","69.238.52.220","100","315","5/4/2021 4:52","R_1Inpa8yACPL0xAJ","30.39900208","-88.64050293","EN","YES","Mississippi","8","8","4","1","No","Yes","1961","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.328","10.328","16.341","1","7","7","4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Black or African American (non-Hispanic)","","$50,000-$74,999","None","6091260b-2182-3173-f749-64af68d344c4","60","2","10","2","1","6","1","3","36720","Control"
"5/4/2021 4:49","5/4/2021 4:52","IP Address","66.158.189.159","100","164","5/4/2021 4:52","R_svSMUGz6JHQOlzj","35.08120728","-92.47219849","EN","YES","Illinois","10","10","5","5","Yes","Yes","1975","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.91","0","9.879","9.879","12.186","1","","","","","","","","","","","","","","","","","","","","","9","10","5","Green,Blue","","","","","","","","","","","","","609126a4-371d-8abd-efb6-5e821a52ef92","46","1","12","1","5","7","10","2","60652","Loser"
"5/4/2021 4:49","5/4/2021 4:52","IP Address","70.115.243.228","100","178","5/4/2021 4:52","R_1NEQOL2m4QG0s61","32.78359985","-96.86740112","EN","YES","Texas","5","6","2","2","No","Yes","2001","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.572","7.004","8.402","3","1.764","5.006","13.074","3","","","","","","","","","","","","","7","6","4","Red,Green","1","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Strong Liberal","Latino or Hispanic","","Prefer not to say","","609126b6-94a4-8793-d0b6-3b570cbb8fe0","19","2","-3105","3","2","2","1","3","75220","Soup"
"5/4/2021 4:49","5/4/2021 4:52","IP Address","98.254.104.35","100","227","5/4/2021 4:52","R_zZO7QcCEbStbAPf","26.45500183","-80.10759735","EN","YES","Florida","8","4","2","4","Yes","No","1970","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","15.841","0","7","4","3","Red,Green","2","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","609125c3-5852-808e-998a-ed2fc8cfc4b8","50","2","11","1","1","6","5","3","33445","Control"
"5/4/2021 4:50","5/4/2021 4:53","IP Address","174.197.201.225","100","145","5/4/2021 4:53","R_1PbdjCxS0TNqLsx","42.65519714","-73.80200195","EN","YES","New York","4","2","1","1","Yes","No","1980","Female","","Yes","","","","","","","","","","","","","","","","","3.404","15.871","16.645","5","7.996","13.396","14.464","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","3","Red,Green","2","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","No thanks ","609126dd-1d66-6fba-05bd-3240b54c9790","40","2","7","1","1","6","5","1","12542","Handcount"
"5/4/2021 4:50","5/4/2021 4:53","IP Address","174.247.13.131","100","140","5/4/2021 4:53","R_TdDbPfQ0HDoNwFH","35.29159546","-80.82009888","EN","YES","South Carolina","9","9","4","2","Yes","Yes","1951","Male","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.747","29.131","29.766","4","3.6","3.6","21.828","1","","","","","","","","","","","","","9","9","4","Blue","","","","","","","","","","","","","609126c9-070f-8c39-731e-08c2653f4214","69","1","15","1","1","6","2","3","29909","Soup"
"5/4/2021 4:48","5/4/2021 4:53","IP Address","24.211.99.113","100","286","5/4/2021 4:53","R_27qHPF31IUtpDcz","32.97579956","-80.18689728","EN","YES","South Carolina","10","7","2","4","Yes","No","1959","Male","","No","","","","","","","","","","","","","","","","","4.993","4.993","12.594","1","0.718","10.586","11.416","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","5","Red,Green","5","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","","6091263b-31db-5f55-b63f-a0d7c475e3e3","62","1","9","1","1","5","9","3","29485","Handcount"
"5/4/2021 4:51","5/4/2021 4:53","IP Address","104.3.125.221","100","121","5/4/2021 4:53","R_2aXgw3LRcnZy13x","41.72650146","-87.55930328","EN","YES","Illinois","6","7","3","4","No","Yes","1963","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.134","9.537","12.158","2","3.456","7.561","11.528","2","","","","","6","6","2","Black","","","","","","","","","","","","","60912700-a2a7-0668-8b28-75599ffd2c79","57","2","1","2","1","6","1","2","60617","Local"
"5/4/2021 4:50","5/4/2021 4:53","IP Address","172.56.11.63","100","178","5/4/2021 4:53","R_1FILsE2EP6fHbkM","42.42610168","-83.25140381","EN","YES","Michigan","7","4","2","4","No","No","1992","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","3.666","18.639","22.864","4","0","0","14.975","0","","","","","","","","","","","","","","","","","","","","","5","4","2","Green","","","","","","","","","","","","","60912715-cdf9-c77b-1fe7-1065e41ef322","28","2","5","1","1","2","9","2","49412","Loser"
"5/4/2021 4:51","5/4/2021 4:53","IP Address","73.42.4.70","100","172","5/4/2021 4:53","R_1Oj142u2pJtNzE2","30.17089844","-85.57959747","EN","YES","Florida","8","1","2","2","Yes","No","1995","Female","","No","","","","","","","","","","","","","","","","","4.077","24.088","26.384","3","1.16","10.837","11.625","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","1","Blue","","","","","","","","","","","","","60912714-8564-a71d-4591-0ae6857cfc37","25","2","18","1","1","5","10","3","32566","Handcount"
"5/4/2021 4:48","5/4/2021 4:53","IP Address","108.201.217.155","100","355","5/4/2021 4:53","R_2aUGdnPwwJ3jezh","38.49569702","-121.5348053","EN","YES","California","8","8","3","4","No","Yes","1962","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","33.225","33.225","45.805","1","0","0","15.719","0","","","","","","","","","","","","","","","","","","","","","9","9","2","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","nope","60912628-e258-bc0b-1c55-0da90f4dfedf","58","2","2","1","1","4","2","4","95616","Loser"
"5/4/2021 4:51","5/4/2021 4:53","IP Address","216.71.59.188","100","131","5/4/2021 4:53","R_1IQTYXPLU24zVS9","48.22569275","-103.6511002","EN","YES","Colorado","9","9","4","2","Yes","No","1990","Male","","Yes","5.327","5.697","30.983","2","0","0","26.077","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","9","4","Red,Green","4","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","Decent survey","60912717-c4bf-2886-fe16-8d07944e6a2d","30","1","18","1","1","7","10","2","57567","Bipartisan"
"5/4/2021 4:50","5/4/2021 4:54","IP Address","24.210.90.234","100","258","5/4/2021 4:54","R_1mgyMZTCahAr7io","40.07319641","-82.40170288","EN","YES","","7","7","4","4","Yes","No","","Female","","No","","","","","","","","","0","0","12.65","0","0","0","11.116","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","4","Red,Green","4","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","","609126b8-5213-17ca-37c6-8e5a9a5142cf","24","2","1","1","1","2","7","2","43008","RL_percentage"
"5/4/2021 4:52","5/4/2021 4:54","IP Address","172.1.210.55","100","170","5/4/2021 4:54","R_1CHNWVNnOd4R6RU","32.85450745","-97.1359024","EN","YES","Texas","8","9","3","4","Yes","Yes","1988","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.312","4.312","13.25","1","9","8","3","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Independent","","Moderate","Black or African American (non-Hispanic)","","$75,000-$99,999","","6091270c-cf31-b26f-e865-e1b62803859f","30","2","13","2","1","5","5","3","76155","Control"
"5/4/2021 4:52","5/4/2021 4:54","IP Address","68.169.134.177","100","157","5/4/2021 4:54","R_UF7acVmOHbsApkR","35.12120056","-85.30339813","EN","YES","Tennessee","10","10","2","3","Yes","Yes","1959","Female","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.4","9.491","1","10","10","3","Red,Green","1","No, I did not vote for reasons outside of my control","","","4-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","60912738-3d1b-f224-6593-2f4f780602f1","61","2","7","1","1","6","9","3","27520","Control"
"5/4/2021 4:49","5/4/2021 4:55","IP Address","174.84.237.181","100","370","5/4/2021 4:55","R_0ugCiVuG5bW8WOJ","42.31550598","-85.51280212","EN","YES","Michigan","9","9","3","3","Yes","Yes","1984","Female","","Yes","","","","","","","","","13.914","28.675","34.036","3","20.941","20.941","47.487","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","3","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","No","6091269a-c342-6860-13d5-df2aee23a556","36","2","19","1","1","6","2","2","49080","RL_percentage"
"5/4/2021 4:49","5/4/2021 4:55","IP Address","107.77.203.22","100","371","5/4/2021 4:55","R_1MM3SQk2DFgqURs","38.88650513","-77.0911026","EN","YES","Delaware","10","10","5","5","No","Yes","1957","Male","","Yes","","","","","","","","","1.448","12.705","13.586","7","1.3","4.601","16.124","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","5","White","","","","","","","","","","","","","60912655-8ebe-e51d-b309-b76534587e66","63","1","21","1","1","7","2","3","19803","RL_percentage"
"5/4/2021 4:53","5/4/2021 4:55","IP Address","107.5.161.34","100","115","5/4/2021 4:55","R_5upD8h3PDKIsROx","42.64419556","-82.89849854","EN","YES","Michigan","3","3","2","2","Yes","No","1985","Female","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.206","11.72","12.529","8","2.618","2.618","6.578","1","","","","","","","","","","","","","4","4","2","Red,Green","3","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","","609127a9-5fa5-01bb-a28b-60b602204aef","34","2","18","1","1","7","2","2","48044","Soup"
"5/4/2021 4:54","5/4/2021 4:56","IP Address","70.189.123.119","100","113","5/4/2021 4:56","R_d5bRODnHBT5GihH","36.09440613","-95.97170258","EN","YES","Oklahoma","8","9","4","4","Yes","Yes","1987","Female","","Yes","","","","","","","","","","","","","","","","","0.767","8.682","11.775","3","0.674","0.674","10.784","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","10","5","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","","609127c1-70ba-f92e-8760-486b5122f1d7","33","2","5","1","1","2","4","3","74105","Handcount"
"5/4/2021 4:53","5/4/2021 4:56","IP Address","71.91.167.128","100","184","5/4/2021 4:56","R_2altPfHtdBfO31q","32.82090759","-97.17649841","EN","YES","Texas","6","5","3","3","No","No","2001","Female","","No","1.882","10.967","12.729","5","8.029","10.564","12.139","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5","3","Green","","","","","","","","","","","","","60912795-546b-682e-98d8-2f2384514ee4","18","2","1","2","1","1","4","3","76180","Bipartisan"
