"duration_sec","consent","state","dv_pre_state_conf","dv_pre_national_conf","trust_federal","trust_state","accuracy_2016","accuracy_2020","birthyear","gender","gender_text","parent","msg_time","intro_time","dv_post_state_conf","dv_post_national_conf","seceffect","attentioncheck","voting_impt","vote_2020","vote_who_2020","vote_who_2020_text","edu","party","party_text","libcon","race","race_text","income","political_party","treatment_group","dummy_treat","attention_pass","gender_female","parent_yes","race_hispanic","edu_4college","edu_hs","race_white","race_black","race_asian","age","income_clean","income_num","treatment_group_num","dv_state_treatment_diff","dv_national_treatment_diff","always_believer","never_believer"
281,"YES","Kentucky",10,8,"1","4","Yes","Yes","1936","Female","","Yes",16.226,29.716,9,7,"1","Red,Green","1","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","9","Bipartisan",1,1,"1","1","0","0","0","1","0","0",85,"$150,000","9",2,-1,-1,"1","0"
229,"YES","New Jersey",10,4,"2","3","Yes","Yes","1951","Male","","No",11.889,16.541,10,5,"1","Red,Green","4","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Other","BORN IN THE USA HUMAN BEING","$10,000-$19,999","1","Bipartisan",1,1,"0","0","0","0","0","0","0","0",70,"$10,000-$19,999","2",2,0,1,"1","0"
160,"YES","Connecticut",9,9,"4","4","Yes","Yes","1980","Male","","Yes",6.158,7.754,9,9,"4","Red,Green","2","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Soup",1,1,"0","1","0","0","0","1","0","0",41,"$100,000-$149,999","8",8,0,0,"1","0"
141,"YES","Ohio",8,8,"3","4","No","Yes","1990","Female","","Yes",10.211,NA,8,7,"2","Green","","","","","","","","","","","","1","Control",0,0,"1","1","0","0","0","0","0","0",31,NA,NA,3,0,-1,"0","0"
222,"YES","Pennsylvania",8,8,"4","4","Yes","No","1951","Male","","No",14.216,19.461,8,8,"4","Red,Green","1","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","2","RL_percentage",1,1,"0","0","0","0","1","1","0","0",70,"$40,000-$49,999","5",7,0,0,"0","0"
103,"YES","Ohio",8,8,"5","4","Yes","No","1960","Female","","No",9.262,10.725,8,7,"5","Blue","","","","","","","","","","","","10","Soup",1,0,"1","0","0","0","0","0","0","0",61,NA,NA,8,0,-1,"0","0"
232,"YES","Delaware",10,8,"4","4","Yes","Yes","1948","Female","","Yes",10.478,15.009,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Soup",1,1,"1","1","0","0","1","1","0","0",73,"$50,000-$74,999","6",8,0,2,"1","0"
517,"YES","Minnesotta",1,1,"1","1","No","No","1957","Female","","Yes",33.501,7.218,1,1,"5","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","Prefer not to say","10","Soup",1,1,"1","1","0","0","1","1","0","0",64,NA,NA,8,0,0,"0","1"
157,"YES","Arkansas",8,8,"3","2","Yes","Yes","2000","Female","","No",14.016,13.085,7,7,"2","Green","","","","","","","","","","","","4","Local",1,0,"1","0","0","0","0","0","0","0",21,NA,NA,5,-1,-1,"1","0"
324,"YES","Alabama",10,9,"3","4","Yes","No","1936","Female","","Yes",25.815,12.571,9,5,"4","Red,Green","5","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Handcount",1,1,"1","1","0","0","1","1","0","0",85,"$10,000-$19,999","2",4,-1,-4,"0","0"
132,"YES","New York",9,8,"4","4","Yes","Yes","1967","Male","","Yes",11.961,12.091,9,8,"4","Red","","","","","","","","","","","","2","Handcount",1,0,"0","1","0","0","0","0","0","0",54,NA,NA,4,0,0,"1","0"
1088,"YES","Tennessee",2,1,"2","4","Yes","No","1957","Female","","Yes",24.322,39.234,6,2,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Strong Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","5","Loser",1,1,"1","1","0","0","0","1","0","0",64,"$75,000-$99,999","7",6,4,1,"0","0"
199,"YES","Florida",10,10,"2","1","Yes","Yes","1953","Male","","No",14.256,13.301,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","4","Bipartisan",1,1,"0","0","0","0","0","1","0","0",68,"$100,000-$149,999","8",2,0,0,"1","0"
132,"YES","Ohio",10,10,"5","4","Yes","Yes","1964","Female","","Yes",11.222,12.18,10,10,"5","Red,Green","5","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","2","RL_percentage",1,1,"1","1","0","0","0","1","0","0",57,"$75,000-$99,999","7",7,0,0,"1","0"
314,"YES","New York",10,9,"3","3","Yes","Yes","1977","Female","","Yes",13.295,35.781,9,9,"2","Red,Green","1","Yes, I voted","Howie Hawkins","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","3","RL_percentage",1,1,"1","1","0","0","0","1","0","0",44,"$75,000-$99,999","7",7,-1,0,"1","0"
385,"YES","New York",10,8,"5","5","Yes","Yes","1950","Female","","No",18.121,106.52,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$20,000-$29,999","2","Soup",1,1,"1","0","0","0","0","1","0","0",71,"$20,000-$29,999","3",8,0,2,"1","0"
162,"YES","Ohio",10,9,"5","5","Yes","Yes","1979","Male","","Yes",12.066,11.483,10,9,"5","White","","","","","","","","","","","","5","Local",1,0,"0","1","0","0","0","0","0","0",42,NA,NA,5,0,0,"1","0"
158,"YES","Louisiana",10,8,"4","4","Yes","No","1989","Female","","Yes",9.371,NA,10,8,"4","Pink","","","","","","","","","","","","9","Control",0,0,"1","1","0","0","0","0","0","0",32,NA,NA,3,0,0,"0","0"
344,"YES","New York",8,6,"3","4","Yes","Yes","1986","Male","","Yes",14.84,14.21,8,6,"4","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Handcount",1,1,"0","1","0","0","0","1","0","0",35,"$75,000-$99,999","7",4,0,0,"1","0"
228,"YES","Indiana",9,7,"3","4","Yes","Yes","1978","Female","","Yes",33.114,14.62,9,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate","Native American or Aleut","","$50,000-$74,999","2","RL_percentage",1,1,"1","1","0","0","0","0","0","0",43,"$50,000-$74,999","6",7,0,2,"1","0"
308,"YES","Colorado",7,7,"4","4","Yes","No","1985","Female","","Yes",17.03,21.989,6,6,"3","Red,Green","4","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Loser",1,1,"1","1","0","0","0","1","0","0",36,"$75,000-$99,999","7",6,-1,-1,"0","0"
183,"YES","Pennsylvania",10,10,"4","4","Yes","Yes","1961","Female","","Yes",12.617,12.1,10,10,"4","Red,Green","5","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","Bipartisan",1,1,"1","1","0","0","0","1","0","0",60,"$75,000-$99,999","7",2,0,0,"1","0"
517,"YES","Connecticut",9,8,"4","5","Yes","Yes","1953","Male","","Yes",23.801,52.682,9,9,"4","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","9","Local",1,1,"0","1","0","0","0","1","0","0",68,"$10,000-$19,999","2",5,0,1,"1","0"
276,"YES","Connecticut",10,9,"3","5","No","Yes","1955","Female","","No",17.681,11.78,10,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Soup",1,1,"1","0","0","0","1","1","0","0",66,"$100,000-$149,999","8",8,0,0,"0","0"
315,"YES","Florida",2,2,"2","1","Yes","Yes","1948","Male","","No",22.739,38.371,6,5,"2","Red,Green","4","Yes, I voted","Joe Biden","","Some college, but no degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","4","Handcount",1,1,"0","0","0","0","0","1","0","0",73,"$10,000-$19,999","2",4,4,3,"1","0"
179,"YES","North Carolina",10,8,"3","4","Yes","Yes","1960","Female","","Yes",11.095,15.517,10,9,"2","Red","","","","","","","","","","","","4","Loser",1,0,"1","1","0","0","0","0","0","0",61,NA,NA,6,0,1,"1","0"
171,"YES","Texas",9,9,"2","3","Yes","Yes","1964","Female","","Yes",11.944,NA,9,9,"2","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","Prefer not to say","10","Control",0,1,"1","1","0","0","0","1","0","0",57,NA,NA,3,0,0,"1","0"
305,"YES","South Carolina",7,4,"2","2","Yes","Yes","1949","Male","","Yes",22.843,42.306,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","Did not graduate from high school","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$30,000-$39,999","9","Bipartisan",1,1,"0","1","0","0","0","1","0","0",72,"$30,000-$39,999","4",2,3,6,"1","0"
156,"YES","Florida",9,8,"4","2","No","Yes","1964","Female","","Yes",12.166,11.42,2,9,"2","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","1","RL_percentage",1,1,"1","1","0","0","0","1","0","0",57,"$50,000-$74,999","6",7,-7,1,"0","0"
130,"YES","Missouri",10,8,"3","3","Yes","Yes","1945","Female","","Yes",11.728,19.566,10,8,"4","Pink","","","","","","","","","","","","3","Bipartisan",1,0,"1","1","0","0","0","0","0","0",76,NA,NA,2,0,0,"1","0"
325,"YES","Ohio",9,9,"4","4","Yes","Yes","1963","Male","","No",37.974,39.551,9,9,"2","Red,Green","1","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Moderate","Black or African American (non-Hispanic)","","Less than $10,000","1","RL_percentage",1,1,"0","0","0","0","0","0","1","0",58,"$0-$10,000","1",7,0,0,"1","0"
192,"YES","Kansas",10,10,"3","4","Yes","Yes","1958","Male","","Yes",13.6,23.635,10,10,"1","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$100,000-$149,999","10","Loser",1,1,"0","1","0","0","0","1","0","0",63,"$100,000-$149,999","8",6,0,0,"1","0"
199,"YES","Indiana",9,9,"4","5","Yes","Yes","1981","Male","","Yes",13.638,11.536,10,10,"5","White,Red,Green,Blue","","","","","","","","","","","","1","Loser",1,0,"0","1","0","0","0","0","0","0",40,NA,NA,6,1,1,"1","0"
189,"YES","Mississippi",8,8,"4","4","No","No","1985","Female","","No",27.367,NA,7,6,"4","White","","","","","","","","","","","","10","Control",0,0,"1","0","0","0","0","0","0","0",36,NA,NA,3,-1,-2,"0","1"
208,"YES","Massachusetts",10,10,"3","4","Yes","Yes","1960","Female","","Yes",22.547,33.49,10,10,"5","Pink","","","","","","","","","","","","1","Bipartisan",1,0,"1","1","0","0","0","0","0","0",61,NA,NA,2,0,0,"1","0"
183,"YES","Rhode Island",9,9,"4","4","No","Yes","1950","Female","","Yes",12.642,18.748,9,9,"3","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","2","Handcount",1,1,"1","1","0","0","0","1","0","0",71,"$40,000-$49,999","5",4,0,0,"0","0"
232,"YES","South Carolina",10,10,"4","2","No","Yes","1962","Female","","Yes",14.091,23.735,10,10,"5","Red,Green","5","Yes, I voted","Joe Biden","","2-year college degree","Democrat","","Strong Conservative","Black or African American (non-Hispanic)","","$20,000-$29,999","1","Local",1,1,"1","1","0","0","0","0","1","0",59,"$20,000-$29,999","3",5,0,0,"0","0"
323,"YES","Wisconsin",9,8,"2","4","Yes","No","1965","Female","","No",13.676,45.606,9,8,"2","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Independent","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","5","Bipartisan",1,1,"1","0","0","0","0","1","0","0",56,"$50,000-$74,999","6",2,0,0,"0","0"
160,"YES","Maryland",9,4,"4","4","No","Yes","1953","Female","","Yes",11.475,13.226,9,4,"3","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Local",1,1,"1","1","0","0","0","1","0","0",68,"$100,000-$149,999","8",5,0,0,"0","0"
267,"YES","Massachusetts",10,8,"5","4","Yes","Yes","1947","Female","","No",16.927,30.235,10,9,"4","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","1","Soup",1,1,"1","0","0","0","0","1","0","0",74,"$100,000-$149,999","8",8,0,1,"1","0"
420,"YES","Indiana",9,2,"1","2","Yes","No","1954","Female","","No",16.719,66.184,10,7,"4","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Handcount",1,1,"1","0","0","0","0","1","0","0",67,"$10,000-$19,999","2",4,1,5,"0","0"
725,"YES","New York",8,7,"4","4","Yes","Yes","1963","Female","","Yes",23.794,136.37,8,8,"3","Red,Green","5","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","7","Loser",1,1,"1","1","0","0","1","1","0","0",58,"$100,000-$149,999","8",6,0,1,"1","0"
129,"YES","Rhode Island",4,5,"2","2","No","No","1965","Female","","Yes",12.286,NA,3,3,"2","Blue","","","","","","","","","","","","9","Control",0,0,"1","1","0","0","0","0","0","0",56,NA,NA,3,-1,-2,"0","1"
195,"YES","South Carolina",10,9,"2","2","Yes","Yes","1961","Female","","Yes",14.621,NA,10,9,"1","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","9","Control",0,1,"1","1","0","0","0","1","0","0",60,"$100,000-$149,999","8",3,0,0,"1","0"
258,"YES","New York",10,10,"4","4","Yes","Yes","1946","Male","","No",11.369,27.882,10,10,"5","Red,Green","1","Yes, I voted","Other","Mitt Romney","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","10","Local",1,1,"0","0","0","0","0","1","0","0",75,"$150,000","9",5,0,0,"1","0"
192,"YES","Wisconsin",8,8,"4","4","Yes","Yes","1969","Female","","Yes",11.938,NA,9,8,"3","Red,Green","5","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$20,000-$29,999","10","Control",0,1,"1","1","0","0","0","1","0","0",52,"$20,000-$29,999","3",3,1,0,"1","0"
342,"YES","North Carolina",9,8,"4","4","No","Yes","1964","Male","","No",36.856,NA,9,8,"4","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$50,000-$74,999","2","Control",0,1,"0","0","0","0","0","1","0","0",57,"$50,000-$74,999","6",3,0,0,"0","0"
156,"YES","Pennsylvania",2,1,"2","2","Yes","No","1951","Female","","Yes",11.078,22.062,3,3,"2","Blue","","","","","","","","","","","","10","Local",1,0,"1","1","0","0","0","0","0","0",70,NA,NA,5,1,2,"0","0"
709,"YES","Florida",7,8,"3","3","No","Yes","1948","Female","","No",24.286,NA,5,5,"3","Black","","","","","","","","","","","","1","Control",0,0,"1","0","0","0","0","0","0","0",73,NA,NA,3,-2,-3,"0","0"
215,"YES","Virginia",10,8,"3","4","Yes","Yes","1995","Female","","No",9.705,NA,10,7,"1","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Black or African American (non-Hispanic)","","$20,000-$29,999","2","Control",0,1,"1","0","0","0","0","0","1","0",26,"$20,000-$29,999","3",3,0,-1,"1","0"
195,"YES","Missouri",10,7,"3","4","Yes","Yes","1943","Female","","Yes",12.296,26.49,10,8,"3","Red,Green","5","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","2","Handcount",1,1,"1","1","0","0","0","1","0","0",78,"$40,000-$49,999","5",4,0,1,"1","0"
221,"YES","Kentucky",8,6,"2","4","Yes","No","1961","Female","","Yes",13.125,26.871,9,8,"5","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Bipartisan",1,1,"1","1","0","0","0","1","0","0",60,"$40,000-$49,999","5",2,1,2,"0","0"
140,"YES","Oregon",10,9,"5","5","Yes","Yes","1979","Male","","Yes",11.745,12.105,10,10,"5","White","","","","","","","","","","","","1","Bipartisan",1,0,"0","1","0","0","0","0","0","0",42,NA,NA,2,0,1,"1","0"
310,"YES","Minnesotta",4,4,"2","2","Yes","No","1988","Female","","No",24.372,43.411,4,4,"3","Red,Green","4","No, I did not vote because I chose not to","","","Some college, but no degree","Republican","","Haven't thought much about it","Caucasian/White (non-Hispanic)","","Less than $10,000","8","Handcount",1,1,"1","0","0","0","0","1","0","0",33,"$0-$10,000","1",4,0,0,"0","0"
182,"YES","Florida",9,8,"2","1","Yes","Yes","1949","Female","","No",7.591,18.135,9,8,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","2","Soup",1,1,"1","0","0","0","0","1","0","0",72,"$100,000-$149,999","8",8,0,0,"1","0"
153,"YES","Pennsylvania",6,5,"1","1","Yes","No","1960","Female","","Yes",11.755,17.646,6,6,"3","Blue","","","","","","","","","","","","9","RL_percentage",1,0,"1","1","0","0","0","0","0","0",61,NA,NA,7,0,1,"0","0"
229,"YES","Colorado",10,10,"5","5","Yes","Yes","1959","Male","","Yes",29.565,31.402,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$40,000-$49,999","1","RL_percentage",1,1,"0","1","0","0","0","1","0","0",62,"$40,000-$49,999","5",7,0,0,"1","0"
182,"YES","Connecticut",10,10,"4","4","Yes","Yes","1948","Female","","No",12.802,16.292,10,10,"1","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$100,000-$149,999","3","Loser",1,1,"1","0","0","0","0","1","0","0",73,"$100,000-$149,999","8",6,0,0,"1","0"
241,"YES","Indiana",9,9,"3","3","No","Yes","1952","Female","","No",33.224,24.723,9,9,"4","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","RL_percentage",1,1,"1","0","0","0","0","1","0","0",69,"$75,000-$99,999","7",7,0,0,"0","0"
280,"YES","Arizona",5,2,"1","3","No","No","1984","Female","","No",13.632,35.762,5,5,"1","Red,Green","4","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Bipartisan",1,1,"1","0","0","0","0","1","0","0",37,"$50,000-$74,999","6",2,0,3,"0","1"
187,"YES","Mississippi",5,4,"1","3","Yes","No","1978","Female","","Yes",19.549,24.144,5,3,"1","Red,Green","1","No, I did not vote for reasons outside of my control","","","High school graduate (high school diploma or equivalent including GED)","Independent","","Moderate","Caucasian/White (non-Hispanic)","","Less than $10,000","4","Handcount",1,1,"1","1","0","0","1","1","0","0",43,"$0-$10,000","1",4,0,-1,"0","0"
242,"YES","Alabama",10,10,"4","5","Yes","Yes","1972","Female","","No",12.389,21.047,10,10,"1","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate","Caucasian/White (non-Hispanic)","","$10,000-$19,999","10","Loser",1,1,"1","0","0","0","0","1","0","0",49,"$10,000-$19,999","2",6,0,0,"1","0"
3144,"YES","New Jersey",10,10,"4","4","Yes","Yes","1988","Male","","Yes",308.628,14.586,9,9,"4","Red","","","","","","","","","","","","1","RL_percentage",1,0,"0","1","0","0","0","0","0","0",33,NA,NA,7,-1,-1,"1","0"
526,"YES","Texas",7,7,"4","4","No","Yes","1972","Female","","Yes",10.301,46.877,6,6,"3","Red,Green","5","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic),Native American or Aleut","","$75,000-$99,999","7","Soup",1,1,"1","1","0","0","0","1","0","0",49,"$75,000-$99,999","7",8,-1,-1,"0","0"
262,"YES","Delaware",10,10,"4","5","Yes","Yes","1951","Female","","Yes",11.364,13.195,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","Some college, but no degree","Democrat","","Strong Liberal","Caucasian/White (non-Hispanic)","","$75,000-$99,999","1","Loser",1,1,"1","1","0","0","0","1","0","0",70,"$75,000-$99,999","7",6,0,0,"1","0"
156,"YES","Maine",9,9,"4","5","Yes","Yes","1969","Female","","Yes",12.057,11.934,9,9,"5","Red,Green","4","No, I did not vote for reasons outside of my control","","","Some college, but no degree","Democrat","","Moderate","Caucasian/White (non-Hispanic)","","Less than $10,000","1","Handcount",1,1,"1","1","0","0","0","1","0","0",52,"$0-$10,000","1",4,0,0,"1","0"
260,"YES","Colorado",1,1,"1","1","Yes","No","1976","Female","","No",10.783,59.52,1,1,"1","Red,Green","1","Yes, I voted","Donald Trump","","2-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","10","Soup",1,1,"1","0","0","0","0","1","0","0",45,"$40,000-$49,999","5",8,0,0,"0","0"
194,"YES","Florida",9,9,"3","1","Yes","Yes","1946","Female","","Yes",13.003,28.569,7,8,"2","Red,Green","1","Yes, I voted","Joe Biden","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Democrat","","Moderate Liberal","Caucasian/White (non-Hispanic)","","$100,000-$149,999","2","Local",1,1,"1","1","0","0","0","1","0","0",75,"$100,000-$149,999","8",5,-2,-1,"1","0"
150,"YES","Pennsylvania",1,1,"1","1","Yes","No","1979","Female","","No",12.585,12.519,1,1,"1","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","RL_percentage",1,1,"1","0","0","0","1","1","0","0",42,"$40,000-$49,999","5",7,0,0,"0","0"
176,"YES","South Carolina",2,2,"2","2","Yes","No","1957","Male","","No",10.224,NA,2,2,"2","Red,Green","1","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Strong Conservative","Caucasian/White (non-Hispanic)","","$50,000-$74,999","10","Control",0,1,"0","0","0","0","0","1","0","0",64,"$50,000-$74,999","6",3,0,0,"0","0"
237,"YES","New York",9,10,"5","5","Yes","No","1974","Male","","Yes",12.464,14.971,10,10,"5","Black,Red,Blue","","","","","","","","","","","","10","Bipartisan",1,0,"0","1","0","0","0","0","0","0",47,NA,NA,2,1,0,"0","0"
412,"YES","New York",1,1,"1","1","Yes","No","1970","Female","","No",23.828,14.217,1,1,"1","Red,Green","5","Yes, I voted","Donald Trump","","Postgraduate degree (MA, MBA, JD, PhD, etc.)","Independent","","Strong Conservative","Caucasian/White (non-Hispanic)","","$150,000 or more","4","Bipartisan",1,1,"1","0","0","0","0","1","0","0",51,"$150,000","9",2,0,0,"0","0"
192,"YES","Florida",9,9,"4","4","No","Yes","1953","Female","","Yes",31.882,29.721,8,8,"4","Blue","","","","","","","","","","","","1","Soup",1,0,"1","1","0","0","0","0","0","0",68,NA,NA,8,-1,-1,"0","0"
236,"YES","North Carolina",10,2,"2","3","Yes","No","1948","Female","","Yes",13.401,24.792,8,3,"2","Red,Green","5","Yes, I voted","Donald Trump","","4-year college degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$75,000-$99,999","10","Soup",1,1,"1","1","0","0","0","1","0","0",73,"$75,000-$99,999","7",8,-2,1,"0","0"
389,"YES","New York",5,5,"3","3","Yes","Yes","1993","Female","","Yes",11.568,28.725,5,5,"1","Red,Green","3","No, I did not vote because I chose not to","","","High school graduate (high school diploma or equivalent including GED)","Other Party","None I don?€?t do politics","Haven't thought much about it","Caucasian/White (non-Hispanic)","","$40,000-$49,999","7","Local",1,1,"1","1","0","0","1","1","0","0",28,"$40,000-$49,999","5",5,0,0,"1","0"
234,"YES","Wisconsin",7,6,"2","3","Yes","No","1949","Female","","Yes",9.587,NA,6,6,"3","Red,Green","4","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$40,000-$49,999","9","Control",0,1,"1","1","0","0","0","1","0","0",72,"$40,000-$49,999","5",3,-1,0,"0","0"
2956,"YES","Georgia",7,5,"2","3","No","No","1957","Female","","Yes",20.447,44.747,5,5,"2","Red,Green","5","Yes, I voted","Donald Trump","","Some college, but no degree","Republican","","Moderate Conservative","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","RL_percentage",1,1,"1","1","0","0","0","1","0","0",64,"$30,000-$39,999","4",7,-2,0,"0","1"
530,"YES","Oregon",10,10,"5","5","Yes","Yes","1971","Male","","Yes",15.925,78.353,10,10,"5","Red,Green","1","Yes, I voted","Joe Biden","","4-year college degree","Independent","","Moderate","Caucasian/White (non-Hispanic)","","$50,000-$74,999","4","Loser",1,1,"0","1","0","0","0","1","0","0",50,"$50,000-$74,999","6",6,0,0,"1","0"
147,"YES","Virginia",10,10,"5","5","Yes","Yes","1985","Female","","Yes",11.386,13.166,10,10,"5","White","","","","","","","","","","","","1","Local",1,0,"1","1","0","0","0","0","0","0",36,NA,NA,5,0,0,"1","0"
220,"YES","Massachusetts",9,8,"4","4","Yes","No","1982","Male","","Yes",16.848,33.854,8,3,"2","Red,Green","4","Yes, I voted","Donald Trump","","High school graduate (high school diploma or equivalent including GED)","Republican","","Strong Liberal","Caucasian/White (non-Hispanic)","","$30,000-$39,999","10","RL_percentage",1,1,"0","1","0","0","1","1","0","0",39,"$30,000-$39,999","4",7,-1,-5,"0","0"
